userId,attractionId,interactionType,timestamp
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,King's Palace,view,2024-02-07T12:24:11
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Nyandungu park,view,2024-03-22T15:03:11
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Kigali Memorial Site,view,2024-01-28T11:55:35
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Cathedral,view,2024-04-06T14:57:35
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Volcanoes NP (Gorilla trekking),view,2024-06-18T15:00:44
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Amahoro Stadium,view,2024-04-06T00:06:43
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Amahoro Stadium,view,2024-03-19T03:26:57
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Cricket - Gahanga,view,2024-07-01T14:06:52
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Cathedral,view,2024-02-17T16:12:26
4b4d5711-5539-44ef-a4fc-5c55f5d8be37,Nyandungu park,view,2024-03-21T22:58:09
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Ethnographic Museum,view,2024-03-05T07:55:49
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Cathedral,view,2024-03-05T08:15:09
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Nyungwe NP,view,2024-02-19T10:26:36
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Fazendha,view,2024-01-01T09:52:43
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Gishwati,view,2024-02-07T22:24:21
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Twin Lakes,view,2024-04-27T12:01:08
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Parliament,view,2024-05-26T19:24:43
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Kigali Memorial Site,view,2024-05-21T18:56:30
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,Fazendha,view,2024-04-10T01:42:06
5f416fdf-ebf5-4dc1-903b-8bed93cc4e65,BK Arena,view,2024-01-19T13:47:38
008f8bd7-7f01-49c0-94b8-ce12c681999f,Amahoro Stadium,view,2024-05-24T17:55:50
008f8bd7-7f01-49c0-94b8-ce12c681999f,Ibere rya bigogwe,view,2024-01-29T02:52:59
008f8bd7-7f01-49c0-94b8-ce12c681999f,Kibeho,view,2024-06-11T03:50:11
008f8bd7-7f01-49c0-94b8-ce12c681999f,Kigali Memorial Site,view,2024-03-24T17:47:48
008f8bd7-7f01-49c0-94b8-ce12c681999f,Nyungwe NP,view,2024-03-30T23:20:49
008f8bd7-7f01-49c0-94b8-ce12c681999f,BK Arena,view,2024-04-12T00:43:12
008f8bd7-7f01-49c0-94b8-ce12c681999f,Kitabi eco center,view,2024-07-07T14:41:13
008f8bd7-7f01-49c0-94b8-ce12c681999f,King's Palace,view,2024-06-21T08:29:42
008f8bd7-7f01-49c0-94b8-ce12c681999f,Kitabi eco center,view,2024-01-22T01:39:36
008f8bd7-7f01-49c0-94b8-ce12c681999f,Nyungwe NP,view,2024-04-13T13:18:51
65940831-b7f1-4c07-bc5e-14cf8eff007d,Twin Lakes,view,2024-06-28T00:59:12
65940831-b7f1-4c07-bc5e-14cf8eff007d,Amahoro Stadium,view,2024-03-08T08:31:27
65940831-b7f1-4c07-bc5e-14cf8eff007d,Lake Kivu,view,2024-05-27T02:07:41
65940831-b7f1-4c07-bc5e-14cf8eff007d,Gishwati,view,2024-01-19T02:44:28
65940831-b7f1-4c07-bc5e-14cf8eff007d,Volcanoes NP (Gorilla trekking),view,2024-02-25T03:51:06
65940831-b7f1-4c07-bc5e-14cf8eff007d,Rusumo waterfalls,view,2024-04-13T13:34:37
65940831-b7f1-4c07-bc5e-14cf8eff007d,Imigongo art centre,view,2024-05-13T20:36:15
65940831-b7f1-4c07-bc5e-14cf8eff007d,Kigali Memorial Site,view,2024-04-19T10:10:14
65940831-b7f1-4c07-bc5e-14cf8eff007d,Akagera NP,view,2024-01-09T14:41:12
65940831-b7f1-4c07-bc5e-14cf8eff007d,Rusumo waterfalls,view,2024-04-27T01:00:36
543114ec-f3c9-4706-8cb3-a48efa014a63,Kigali Convetion center,view,2024-04-16T05:17:18
543114ec-f3c9-4706-8cb3-a48efa014a63,Kitabi eco center,view,2024-05-12T10:43:42
543114ec-f3c9-4706-8cb3-a48efa014a63,Twin Lakes,view,2024-06-01T16:19:17
543114ec-f3c9-4706-8cb3-a48efa014a63,Karisoke Research Center - Dian Fossey Camp,view,2024-01-22T23:17:04
543114ec-f3c9-4706-8cb3-a48efa014a63,Volcanoes NP (Gorilla trekking),view,2024-06-23T12:25:08
543114ec-f3c9-4706-8cb3-a48efa014a63,Cricket - Gahanga,view,2024-02-08T21:48:05
543114ec-f3c9-4706-8cb3-a48efa014a63,BK Arena,view,2024-02-19T03:33:44
543114ec-f3c9-4706-8cb3-a48efa014a63,Akagera NP,view,2024-05-19T06:47:13
543114ec-f3c9-4706-8cb3-a48efa014a63,Karisoke Research Center - Dian Fossey Camp,view,2024-07-17T06:24:16
543114ec-f3c9-4706-8cb3-a48efa014a63,Nyandungu park,view,2024-01-30T21:33:15
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Fazendha,view,2024-04-06T05:14:15
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Underground caves,view,2024-05-22T10:19:29
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Nyandungu park,view,2024-04-30T23:07:02
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-06-22T09:13:02
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Imigongo art centre,view,2024-02-13T00:44:05
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-05-06T17:10:54
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Kibeho,view,2024-02-06T05:05:28
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Volcanoes NP (Gorilla trekking),view,2024-07-01T04:26:59
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Rusumo waterfalls,view,2024-06-14T22:58:15
ca9299d3-928e-4ae6-b85d-0aec90f79b42,Parliament,view,2024-02-19T17:43:29
3ab2d544-4d1b-4c50-9769-5c9708973164,Cathedral,view,2024-01-25T04:28:52
3ab2d544-4d1b-4c50-9769-5c9708973164,Lake Kivu,view,2024-05-11T05:29:23
3ab2d544-4d1b-4c50-9769-5c9708973164,Nyungwe NP,view,2024-04-20T19:28:32
3ab2d544-4d1b-4c50-9769-5c9708973164,Nyandungu park,view,2024-05-30T18:50:27
3ab2d544-4d1b-4c50-9769-5c9708973164,Underground caves,view,2024-02-08T10:37:32
3ab2d544-4d1b-4c50-9769-5c9708973164,Fazendha,view,2024-05-10T05:30:27
3ab2d544-4d1b-4c50-9769-5c9708973164,Nyungwe NP,view,2024-02-27T23:12:08
3ab2d544-4d1b-4c50-9769-5c9708973164,Hiking Mt Bisoke,view,2024-01-01T16:52:33
3ab2d544-4d1b-4c50-9769-5c9708973164,Royal balloon,view,2024-01-25T11:06:25
3ab2d544-4d1b-4c50-9769-5c9708973164,King's Palace,view,2024-02-03T18:35:49
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Kibeho,view,2024-05-19T22:41:49
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Imigongo art centre,view,2024-01-23T06:13:47
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-03-09T02:43:34
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Gishwati,view,2024-05-22T09:40:51
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,BK Arena,view,2024-04-17T22:02:03
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Kitabi eco center,view,2024-07-06T22:08:50
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Fazendha,view,2024-03-08T22:02:50
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Parliament,view,2024-02-11T18:21:19
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Ethnographic Museum,view,2024-06-08T17:01:52
d684d9f4-d7d9-4ee3-b4c0-27ab700c839c,Amahoro Stadium,view,2024-02-25T21:52:58
54024c3a-2951-464b-a060-063d902e0d73,Akagera NP,view,2024-04-05T13:24:45
54024c3a-2951-464b-a060-063d902e0d73,Hiking Mt Bisoke,view,2024-04-23T12:34:03
54024c3a-2951-464b-a060-063d902e0d73,Fazendha,view,2024-07-08T04:44:16
54024c3a-2951-464b-a060-063d902e0d73,Imigongo art centre,view,2024-01-19T14:17:08
54024c3a-2951-464b-a060-063d902e0d73,Amahoro Stadium,view,2024-06-05T10:26:30
54024c3a-2951-464b-a060-063d902e0d73,Imigongo art centre,view,2024-01-30T13:03:50
54024c3a-2951-464b-a060-063d902e0d73,Nyandungu park,view,2024-06-19T05:13:30
54024c3a-2951-464b-a060-063d902e0d73,Underground caves,view,2024-03-30T02:48:10
54024c3a-2951-464b-a060-063d902e0d73,Volcanoes NP (Gorilla trekking),view,2024-01-18T22:02:36
54024c3a-2951-464b-a060-063d902e0d73,Lake Kivu,view,2024-05-17T12:04:47
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,King's Palace,view,2024-05-28T07:45:33
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Royal balloon,view,2024-04-03T03:08:40
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-02-08T01:00:27
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Kigali Convetion center,view,2024-03-16T15:55:47
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-01-13T11:30:10
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-04-12T01:25:24
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,BK Arena,view,2024-01-06T11:18:20
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Ethnographic Museum,view,2024-06-23T03:55:13
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Volcanoes NP (Gorilla trekking),view,2024-06-06T04:01:16
7c4b385a-95db-4b80-83d7-1c0225ffc6c0,Kitabi eco center,view,2024-01-23T04:06:52
ac3f25df-5a75-49dd-979a-ba8884f735bb,Ethnographic Museum,view,2024-03-09T01:54:39
ac3f25df-5a75-49dd-979a-ba8884f735bb,King's Palace,view,2024-06-17T21:35:33
ac3f25df-5a75-49dd-979a-ba8884f735bb,Fazendha,view,2024-05-11T10:57:19
ac3f25df-5a75-49dd-979a-ba8884f735bb,Kibeho,view,2024-02-05T20:18:56
ac3f25df-5a75-49dd-979a-ba8884f735bb,King's Palace,view,2024-01-21T00:35:00
ac3f25df-5a75-49dd-979a-ba8884f735bb,Kigali Convetion center,view,2024-01-23T13:04:32
ac3f25df-5a75-49dd-979a-ba8884f735bb,Nyungwe NP,view,2024-06-01T04:19:09
ac3f25df-5a75-49dd-979a-ba8884f735bb,Cathedral,view,2024-01-18T06:21:02
ac3f25df-5a75-49dd-979a-ba8884f735bb,Amahoro Stadium,view,2024-03-28T10:12:07
ac3f25df-5a75-49dd-979a-ba8884f735bb,Kigali Convetion center,view,2024-06-01T19:18:44
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Lake Kivu,view,2024-02-11T01:42:39
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Underground caves,view,2024-02-04T03:42:37
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Volcanoes NP (Gorilla trekking),view,2024-04-19T01:02:38
e4dc3677-53f1-40b3-a489-c1c772bffbb5,King's Palace,view,2024-04-17T13:59:40
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Kitabi eco center,view,2024-06-08T16:27:52
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Nyungwe NP,view,2024-03-11T00:53:57
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Amahoro Stadium,view,2024-01-26T15:51:47
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Ethnographic Museum,view,2024-05-13T18:36:00
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Karisoke Research Center - Dian Fossey Camp,view,2024-02-23T01:21:17
e4dc3677-53f1-40b3-a489-c1c772bffbb5,Royal balloon,view,2024-01-07T07:20:00
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Akagera NP,view,2024-04-07T09:11:32
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Akagera NP,view,2024-02-01T05:50:03
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Parliament,view,2024-05-04T23:25:27
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Amahoro Stadium,view,2024-07-11T21:51:13
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Royal balloon,view,2024-04-07T17:14:53
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Parliament,view,2024-03-30T14:53:39
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Rusumo waterfalls,view,2024-02-17T02:55:41
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Karisoke Research Center - Dian Fossey Camp,view,2024-06-14T03:10:12
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Underground caves,view,2024-02-13T06:24:40
d822defc-baaf-4a9b-b4d6-20a5c67b881c,Volcanoes NP (Gorilla trekking),view,2024-02-13T14:22:22
80a89ccf-0c98-4360-a892-59438af08b43,Fazendha,view,2024-03-09T06:29:49
80a89ccf-0c98-4360-a892-59438af08b43,BK Arena,view,2024-05-24T11:08:28
80a89ccf-0c98-4360-a892-59438af08b43,Gishwati,view,2024-01-22T17:50:28
80a89ccf-0c98-4360-a892-59438af08b43,Kitabi eco center,view,2024-06-11T17:10:21
80a89ccf-0c98-4360-a892-59438af08b43,Karisoke Research Center - Dian Fossey Camp,view,2024-02-06T13:54:52
80a89ccf-0c98-4360-a892-59438af08b43,BK Arena,view,2024-05-26T17:44:02
80a89ccf-0c98-4360-a892-59438af08b43,King's Palace,view,2024-04-13T08:17:17
80a89ccf-0c98-4360-a892-59438af08b43,Amashyuza hot springs,view,2024-07-11T00:37:14
80a89ccf-0c98-4360-a892-59438af08b43,Underground caves,view,2024-07-05T14:50:40
80a89ccf-0c98-4360-a892-59438af08b43,King's Palace,view,2024-03-18T11:39:42
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Lake Kivu,view,2024-01-02T20:23:30
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Cricket - Gahanga,view,2024-07-13T10:55:19
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Volcanoes NP (Gorilla trekking),view,2024-01-10T23:55:04
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Cricket - Gahanga,view,2024-06-27T03:09:20
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Amahoro Stadium,view,2024-04-24T15:04:29
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Cathedral,view,2024-02-25T20:50:15
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Nyungwe NP,view,2024-03-20T08:11:57
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Nyungwe NP,view,2024-07-13T18:59:19
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Volcanoes NP (Gorilla trekking),view,2024-05-22T23:16:43
585a7052-8f47-4a1b-bfd8-8970c0414a9f,Cathedral,view,2024-04-02T22:31:15
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Gishwati,view,2024-06-14T20:52:11
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Twin Lakes,view,2024-01-31T22:51:42
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Gishwati,view,2024-03-21T03:18:13
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Underground caves,view,2024-03-21T05:40:52
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Ellen DeGeneres Campus of the Dian Fossey Gorilla Fund,view,2024-01-19T08:01:07
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Amahoro Stadium,view,2024-05-27T07:11:22
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Cricket - Gahanga,view,2024-01-14T03:44:06
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Ibere rya bigogwe,view,2024-06-12T02:07:30
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Amashyuza hot springs,view,2024-07-08T20:11:50
4a7d3fee-11ba-4847-94ad-81d13ada90c7,Fazendha,view,2024-05-15T18:47:59
da19dedc-aeba-42f5-9af2-53743da6bad6,Akagera NP,view,2024-04-29T23:52:34
da19dedc-aeba-42f5-9af2-53743da6bad6,Parliament,view,2024-07-12T18:11:19
da19dedc-aeba-42f5-9af2-53743da6bad6,Imigongo art centre,view,2024-07-16T09:54:09
da19dedc-aeba-42f5-9af2-53743da6bad6,Nyandungu park,view,2024-02-10T11:29:07
da19dedc-aeba-42f5-9af2-53743da6bad6,Cricket - Gahanga,view,2024-04-20T09:33:41
da19dedc-aeba-42f5-9af2-53743da6bad6,King's Palace,view,2024-06-16T02:54:05
da19dedc-aeba-42f5-9af2-53743da6bad6,Kigali Convetion center,view,2024-01-25T08:42:21
da19dedc-aeba-42f5-9af2-53743da6bad6,Rusumo waterfalls,view,2024-02-27T07:53:55
da19dedc-aeba-42f5-9af2-53743da6bad6,Ethnographic Museum,view,2024-06-23T05:37:51
da19dedc-aeba-42f5-9af2-53743da6bad6,Twin Lakes,view,2024-02-21T20:04:22
e4374e5f-6258-4f0a-bafd-509696a615df,Kibeho,view,2024-06-21T02:17:48
e4374e5f-6258-4f0a-bafd-509696a615df,Fazendha,view,2024-04-13T00:27:43
e4374e5f-6258-4f0a-bafd-509696a615df,Underground caves,view,2024-01-06T05:57:49
e4374e5f-6258-4f0a-bafd-509696a615df,Underground caves,view,2024-07-08T17:15:47
e4374e5f-6258-4f0a-bafd-509696a615df,Kibeho,view,2024-02-21T13:58:00
e4374e5f-6258-4f0a-bafd-509696a615df,Lake Kivu,view,2024-06-14T17:08:31
e4374e5f-6258-4f0a-bafd-509696a615df,Ibere rya bigogwe,view,2024-06-22T03:14:31
e4374e5f-6258-4f0a-bafd-509696a615df,Volcanoes NP (Gorilla trekking),view,2024-03-31T17:21:47
e4374e5f-6258-4f0a-bafd-509696a615df,Nyungwe NP,view,2024-03-31T22:31:58
e4374e5f-6258-4f0a-bafd-509696a615df,Imigongo art centre,view,2024-01-07T01:19:28
62e8a431-1853-4762-a4f5-6303c780c3d6,Kigali Memorial Site,view,2024-03-19T11:35:51
62e8a431-1853-4762-a4f5-6303c780c3d6,Ethnographic Museum,view,2024-05-02T05:49:13
62e8a431-1853-4762-a4f5-6303c780c3d6,Cathedral,view,2024-05-16T18:03:38
62e8a431-1853-4762-a4f5-6303c780c3d6,Nyandungu park,view,2024-06-13T22:02:11
62e8a431-1853-4762-a4f5-6303c780c3d6,Ethnographic Museum,view,2024-04-23T02:42:22
62e8a431-1853-4762-a4f5-6303c780c3d6,Nyungwe NP,view,2024-05-07T14:00:34
62e8a431-1853-4762-a4f5-6303c780c3d6,Akagera NP,view,2024-07-04T16:47:02
62e8a431-1853-4762-a4f5-6303c780c3d6,Volcanoes NP (Gorilla trekking),view,2024-02-20T09:22:55
62e8a431-1853-4762-a4f5-6303c780c3d6,Akagera NP,view,2024-06-10T15:01:56
62e8a431-1853-4762-a4f5-6303c780c3d6,King's Palace,view,2024-06-01T13:32:32
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Karisoke Research Center - Dian Fossey Camp,view,2024-03-29T11:12:19
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Nyandungu park,view,2024-04-01T17:12:38
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Hiking Mt Bisoke,view,2024-01-28T13:19:25
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Twin Lakes,view,2024-01-11T17:03:13
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Kigali Convetion center,view,2024-05-08T20:32:04
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Lake Kivu,view,2024-03-26T17:00:39
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Kigali Memorial Site,view,2024-05-07T01:14:25
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Cathedral,view,2024-04-30T07:50:39
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Cathedral,view,2024-01-01T16:33:07
cd526b3e-c8c1-4f3e-aa93-447594296c0b,Volcanoes NP (Gorilla trekking),view,2024-05-22T11:20:41
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Ibere rya bigogwe,view,2024-06-24T08:09:55
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Akagera NP,view,2024-03-18T18:38:16
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Kigali Convetion center,view,2024-03-04T22:05:27
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Ibere rya bigogwe,view,2024-04-08T15:22:01
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Nyandungu park,view,2024-01-05T00:50:07
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Imigongo art centre,view,2024-01-14T16:17:10
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,King's Palace,view,2024-04-25T11:08:57
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Hiking Mt Bisoke,view,2024-03-20T02:09:43
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,Royal balloon,view,2024-07-11T11:44:52
c213cf0a-f350-4dd2-96bd-36aeb9931b6a,King's Palace,view,2024-06-02T04:02:13
